0.1,-54.511,61.4742,-0.391927,-0.919996
0.2,-54.5202,61.4256,-0.308441,-0.951243
0.3,-54.5313,61.3559,-0.276092,-0.961131
0.4,-54.5463,61.2691,-0.270679,-0.96267
0.5,-54.5635,61.168,-0.260603,-0.965446
0.6,-54.5795,61.0538,-0.236272,-0.971687
0.7,-54.598,60.9322,-0.239859,-0.970808
0.8,-54.6177,60.8029,-0.23699,-0.971512
0.9,-54.6388,60.6672,-0.236302,-0.97168
1,-54.6613,60.5264,-0.236983,-0.971514
1.1,-54.685,60.3818,-0.238056,-0.971251
1.2,-54.7095,60.2347,-0.239109,-0.970993
1.3,-54.7343,60.0864,-0.239538,-0.970887
1.4,-54.7592,59.9377,-0.23936,-0.970931
1.5,-54.7841,59.7888,-0.23898,-0.971024
1.6,-54.8088,59.6399,-0.238658,-0.971104
1.7,-54.8336,59.4909,-0.238946,-0.971033
1.8,-54.8596,59.3448,-0.246987,-0.969019
1.9,-54.8856,59.2002,-0.249056,-0.968489
2,-54.9115,59.0565,-0.249902,-0.968271
2.1,-54.9373,58.9136,-0.250133,-0.968212
2.2,-54.963,58.7719,-0.251378,-0.967889
2.3,-54.9885,58.6314,-0.251837,-0.96777
2.4,-55.0138,58.4922,-0.252685,-0.967549
2.5,-55.0391,58.3542,-0.254085,-0.967182
2.6,-55.065,58.2182,-0.259008,-0.965875
2.7,-55.0916,58.0838,-0.264169,-0.964477
2.8,-55.1189,57.9505,-0.269389,-0.963031
2.9,-55.1475,57.8179,-0.275963,-0.961168
3,-55.1779,57.686,-0.28471,-0.958614
3.1,-55.2105,57.5543,-0.295042,-0.955484
3.2,-55.2458,57.4268,-0.313272,-0.949663
3.3,-55.283,57.3016,-0.325413,-0.945572
3.4,-55.3217,57.1784,-0.334949,-0.942236
3.5,-55.3613,57.0573,-0.342309,-0.939588
3.6,-55.4012,56.9381,-0.347491,-0.937683
3.7,-55.4412,56.8208,-0.350708,-0.936485
3.8,-55.4812,56.7052,-0.35361,-0.935393
3.9,-55.5212,56.5909,-0.355644,-0.934622
4,-55.561,56.4774,-0.356685,-0.934224
4.1,-55.6007,56.3642,-0.356596,-0.934259
4.2,-55.6401,56.2511,-0.355211,-0.934786
4.3,-55.679,56.1377,-0.35272,-0.935729
4.4,-55.7174,56.024,-0.349542,-0.93692
4.5,-55.7543,55.9099,-0.342267,-0.939603
4.6,-55.7903,55.7955,-0.337505,-0.941324
4.7,-55.8247,55.681,-0.329715,-0.94408
4.8,-55.8586,55.5665,-0.327306,-0.944919
4.9,-55.8921,55.4522,-0.326135,-0.945323
5,-55.9248,55.3379,-0.322157,-0.946686
5.1,-55.9573,55.2236,-0.321398,-0.946944
5.2,-55.989,55.109,-0.317077,-0.9484
5.3,-56.0205,54.9942,-0.316008,-0.948757
5.4,-56.0519,54.8789,-0.314926,-0.949116
5.5,-56.0826,54.7634,-0.310749,-0.950492
5.6,-56.1129,54.6477,-0.309024,-0.951054
5.7,-56.1429,54.5317,-0.307036,-0.951698
5.8,-56.1716,54.4153,-0.300124,-0.9539
5.9,-56.1994,54.2987,-0.295699,-0.955281
6,-56.2262,54.1823,-0.29152,-0.956565
6.1,-56.2512,54.0663,-0.283018,-0.959115
6.2,-56.2753,53.9511,-0.279691,-0.96009
6.3,-56.2979,53.8373,-0.274922,-0.961466
6.4,-56.3199,53.725,-0.273281,-0.961934
6.5,-56.3415,53.6144,-0.274299,-0.961644
6.6,-56.3635,53.5054,-0.278786,-0.960353
6.7,-56.3859,53.3991,-0.284971,-0.958536
6.8,-56.4094,53.2943,-0.293267,-0.956031
6.9,-56.4342,53.1908,-0.301628,-0.953426
7,-56.46,53.0882,-0.308827,-0.951118
7.1,-56.4866,52.9863,-0.314333,-0.949313
7.2,-56.5138,52.8852,-0.318348,-0.947974
7.3,-56.5411,52.785,-0.320895,-0.947115
7.4,-56.5685,52.6857,-0.322435,-0.946592
7.5,-56.5957,52.5871,-0.323521,-0.946221
7.6,-56.6231,52.4894,-0.325871,-0.945414
7.7,-56.6507,52.3931,-0.329197,-0.944261
7.8,-56.6786,52.2974,-0.332246,-0.943193
7.9,-56.707,52.2017,-0.334807,-0.942287
8,-56.7358,52.1056,-0.336416,-0.941713
8.1,-56.7649,52.0087,-0.336503,-0.941682
8.2,-56.7941,51.9107,-0.334715,-0.942319
8.3,-56.8232,51.8115,-0.331954,-0.943296
8.4,-56.8518,51.7111,-0.327769,-0.944758
8.5,-56.8799,51.6095,-0.322833,-0.946456
8.6,-56.9074,51.5067,-0.317954,-0.948106
8.7,-56.9344,51.4031,-0.314133,-0.949379
8.8,-56.961,51.2987,-0.310435,-0.950594
8.9,-56.987,51.1935,-0.306528,-0.951862
9,-57.0124,51.0874,-0.301824,-0.953364
9.1,-57.0376,50.9801,-0.299068,-0.954232
9.2,-57.0624,50.8722,-0.296022,-0.955181
9.3,-57.0871,50.7638,-0.294865,-0.955539
9.4,-57.1116,50.6552,-0.293809,-0.955864
9.5,-57.1359,50.5468,-0.292955,-0.956126
9.6,-57.1598,50.4389,-0.291668,-0.95652
9.7,-57.1852,50.3312,-0.29975,-0.954018
9.8,-57.2111,50.2251,-0.305321,-0.95225
9.9,-57.2375,50.1206,-0.310292,-0.950641
10,-57.2631,50.0172,-0.30783,-0.951441
10.1,-57.289,49.9151,-0.312083,-0.950055
10.2,-57.3149,49.8142,-0.313768,-0.9495
10.3,-57.3409,49.7143,-0.316241,-0.948679
10.4,-57.3672,49.6152,-0.319481,-0.947593
10.5,-57.394,49.5168,-0.323,-0.946399
10.6,-57.4213,49.4188,-0.326267,-0.945278
10.7,-57.4479,49.3209,-0.323309,-0.946293
10.8,-57.4738,49.2235,-0.320346,-0.947301
10.9,-57.4992,49.1268,-0.319202,-0.947687
11,-57.5247,49.0306,-0.32043,-0.947272
11.1,-57.5505,48.9352,-0.323663,-0.946172
11.2,-57.5769,48.8402,-0.327605,-0.944815
11.3,-57.6039,48.7453,-0.331368,-0.943502
11.4,-57.6318,48.6501,-0.335184,-0.942153
11.5,-57.6604,48.5544,-0.338041,-0.941131
11.6,-57.6898,48.4576,-0.340164,-0.940366
11.7,-57.7199,48.3592,-0.341321,-0.939947
11.8,-57.7509,48.259,-0.342156,-0.939643
11.9,-57.7829,48.1568,-0.343384,-0.939195
12,-57.816,48.0523,-0.344842,-0.938661
12.1,-57.8502,47.9457,-0.346378,-0.938095
12.2,-57.8855,47.8366,-0.347667,-0.937618
12.3,-57.9219,47.7252,-0.348622,-0.937263
12.4,-57.9594,47.6113,-0.349364,-0.936987
12.5,-57.9975,47.4951,-0.348284,-0.937389
12.6,-58.0366,47.3789,-0.35282,-0.935691
12.7,-58.0763,47.2616,-0.353824,-0.935312
12.8,-58.1163,47.1428,-0.352742,-0.935721
12.9,-58.1565,47.0223,-0.350504,-0.936561
13,-58.1968,46.9,-0.34855,-0.93729
13.1,-58.2375,46.7761,-0.347216,-0.937785
13.2,-58.2785,46.6506,-0.346434,-0.938074
13.3,-58.32,46.5238,-0.345947,-0.938254
13.4,-58.3618,46.3958,-0.345746,-0.938328
13.5,-58.4042,46.2683,-0.349312,-0.937006
13.6,-58.447,46.1405,-0.350545,-0.936546
13.7,-58.4901,46.0124,-0.351238,-0.936286
13.8,-58.5335,45.884,-0.352075,-0.935972
13.9,-58.5769,45.7554,-0.351913,-0.936033
14,-58.6202,45.6265,-0.350772,-0.936461
14.1,-58.6633,45.4974,-0.349849,-0.936806
14.2,-58.706,45.3683,-0.348036,-0.937481
14.3,-58.7482,45.2407,-0.348431,-0.937334
14.4,-58.7897,45.1142,-0.347456,-0.937696
14.5,-58.8302,44.9887,-0.344674,-0.938722
14.6,-58.8696,44.8639,-0.340739,-0.940158
14.7,-58.9079,44.7401,-0.337574,-0.941299
14.8,-58.9453,44.6173,-0.335608,-0.942002
14.9,-58.9819,44.4957,-0.333717,-0.942673
15,-59.0175,44.3761,-0.332305,-0.943172
15.1,-59.0521,44.2585,-0.330811,-0.943697
15.2,-59.0857,44.1427,-0.329359,-0.944205
15.3,-59.1183,44.0286,-0.327878,-0.94472
15.4,-59.1501,43.9163,-0.326404,-0.94523
15.5,-59.1809,43.8053,-0.324556,-0.945867
15.6,-59.2112,43.6965,-0.325337,-0.945598
15.7,-59.2408,43.5894,-0.325035,-0.945702
15.8,-59.2699,43.4837,-0.325088,-0.945684
15.9,-59.299,43.3792,-0.326771,-0.945103
16,-59.3274,43.2752,-0.324347,-0.945938
16.1,-59.3555,43.1721,-0.324599,-0.945852
16.2,-59.3841,43.0695,-0.328024,-0.94467
16.3,-59.4134,42.9675,-0.333079,-0.942899
16.4,-59.4436,42.8657,-0.33735,-0.941379
16.5,-59.4744,42.7642,-0.341407,-0.939915
16.6,-59.506,42.6626,-0.345391,-0.938459
16.7,-59.5387,42.5621,-0.352316,-0.935881
16.8,-59.572,42.4612,-0.355285,-0.934758
16.9,-59.606,42.3602,-0.358655,-0.93347
17,-59.6407,42.2591,-0.36151,-0.932368
17.1,-59.6761,42.1582,-0.365487,-0.930816
17.2,-59.7121,42.0573,-0.368249,-0.929727
17.3,-59.7487,41.956,-0.370665,-0.928766
17.4,-59.7859,41.854,-0.372376,-0.928082
17.5,-59.8236,41.751,-0.373179,-0.927759
17.6,-59.8619,41.6469,-0.373352,-0.92769
17.7,-59.9006,41.5412,-0.372316,-0.928106
17.8,-59.9399,41.4341,-0.372771,-0.927923
17.9,-59.9795,41.3252,-0.37074,-0.928737
18,-60.0194,41.2144,-0.368746,-0.92953
18.1,-60.0597,41.1022,-0.367528,-0.930012
18.2,-60.1,40.9884,-0.36514,-0.930953
18.3,-60.1404,40.8731,-0.363057,-0.931767
18.4,-60.1808,40.7565,-0.360833,-0.93263
18.5,-60.2229,40.6411,-0.370741,-0.928736
18.6,-60.2655,40.5254,-0.372021,-0.928224
18.7,-60.3079,40.409,-0.370329,-0.928901
18.8,-60.3498,40.2918,-0.366283,-0.930503
18.9,-60.391,40.1738,-0.361913,-0.932212
19,-60.4313,40.0547,-0.356615,-0.934251
19.1,-60.4708,39.9345,-0.350676,-0.936497
19.2,-60.5094,39.8129,-0.344323,-0.938851
19.3,-60.5469,39.69,-0.337579,-0.941297
19.4,-60.5833,39.5658,-0.330784,-0.943707
19.5,-60.6187,39.4409,-0.325177,-0.945653
19.6,-60.6531,39.3153,-0.31928,-0.94766
19.7,-60.6863,39.189,-0.313576,-0.949563
19.8,-60.7186,39.0625,-0.308617,-0.951186
19.9,-60.75,38.9362,-0.305258,-0.95227
20,-60.7809,38.8109,-0.304588,-0.952484
20.1,-60.8116,38.6869,-0.305601,-0.95216
20.2,-60.8424,38.5645,-0.308477,-0.951232
20.3,-60.8735,38.4435,-0.311822,-0.95014
20.4,-60.9049,38.324,-0.316109,-0.948723
20.5,-60.9372,38.2064,-0.323046,-0.946383
20.6,-60.9701,38.0904,-0.328654,-0.94445
20.7,-61.0035,37.9757,-0.333336,-0.942808
20.8,-61.0372,37.8624,-0.336884,-0.941546
20.9,-61.0729,37.7531,-0.353691,-0.935362
21,-61.1097,37.6438,-0.358301,-0.933606
21.1,-61.1472,37.5364,-0.365808,-0.930691
21.2,-61.1849,37.4285,-0.365959,-0.930631
21.3,-61.2224,37.3212,-0.365576,-0.930781
21.4,-61.2593,37.2136,-0.362483,-0.931991
21.5,-61.2954,37.1046,-0.356334,-0.934359
21.6,-61.3306,36.9954,-0.351574,-0.93616
21.7,-61.3549,36.8918,-0.307006,-0.951707
21.8,-61.3841,36.7825,-0.323033,-0.946388
21.9,-61.4173,36.6703,-0.337126,-0.94146
22,-61.4536,36.5561,-0.347903,-0.937531
22.1,-61.4922,36.4405,-0.356713,-0.934214
22.2,-61.5331,36.3247,-0.366371,-0.930469
22.3,-61.5758,36.2088,-0.374512,-0.927222
22.4,-61.62,36.0932,-0.381907,-0.924201
22.5,-61.6655,35.9784,-0.389024,-0.921228
22.6,-61.7124,35.8639,-0.395567,-0.918437
22.7,-61.7606,35.7497,-0.401828,-0.915715
22.8,-61.8101,35.6356,-0.407657,-0.913135
22.9,-61.8608,35.5217,-0.413343,-0.910575
23,-61.9129,35.4078,-0.418971,-0.907999
23.1,-61.9663,35.2942,-0.425574,-0.904924
23.2,-62.0213,35.1824,-0.435146,-0.90036
23.3,-62.0773,35.0707,-0.439709,-0.89814
23.4,-62.1343,34.9591,-0.444238,-0.895909
23.5,-62.1923,34.8475,-0.448185,-0.893941
23.6,-62.2514,34.7361,-0.453544,-0.891234
23.7,-62.3115,34.6247,-0.456768,-0.889586
23.8,-62.372,34.513,-0.458073,-0.888915
23.9,-62.4324,34.4011,-0.457592,-0.889162
24,-62.4924,34.2916,-0.460312,-0.887757
24.1,-62.551,34.1832,-0.457076,-0.889428
24.2,-62.6085,34.0753,-0.454051,-0.890975
24.3,-62.6649,33.9678,-0.449952,-0.893053
24.4,-62.72,33.8602,-0.44421,-0.895923
24.5,-62.7738,33.7525,-0.438246,-0.898855
24.6,-62.8259,33.6442,-0.430321,-0.902676
24.7,-62.8765,33.535,-0.421778,-0.906699
24.8,-62.9256,33.4249,-0.413821,-0.910358
24.9,-62.9734,33.3137,-0.405524,-0.914085
25,-63.0199,33.2014,-0.397607,-0.917556
25.1,-63.0654,33.0879,-0.391185,-0.920312
25.2,-63.1099,32.9733,-0.385162,-0.922849
25.3,-63.1536,32.8577,-0.379529,-0.92518
25.4,-63.1964,32.7413,-0.373874,-0.927479
25.5,-63.2382,32.6241,-0.368357,-0.929684
25.6,-63.2791,32.5062,-0.362824,-0.931858
25.7,-63.3188,32.3877,-0.357028,-0.934094
25.8,-63.3575,32.2687,-0.350955,-0.936392
25.9,-63.3948,32.1492,-0.344395,-0.938825
26,-63.4306,32.0294,-0.337309,-0.941394
26.1,-63.465,31.9093,-0.330012,-0.943977
26.2,-63.4978,31.789,-0.32286,-0.946447
26.3,-63.5294,31.6686,-0.316944,-0.948444
26.4,-63.5599,31.5482,-0.311839,-0.950135
26.5,-63.59,31.429,-0.3121,-0.950049
26.6,-63.6196,31.3107,-0.311154,-0.95036
26.7,-63.6488,31.1933,-0.311021,-0.950403
26.8,-63.6778,31.0765,-0.31061,-0.950537
26.9,-63.7064,30.96,-0.309707,-0.950832
27,-63.7347,30.8436,-0.308249,-0.951306
27.1,-63.7627,30.7271,-0.306515,-0.951866
27.2,-63.7903,30.6103,-0.304455,-0.952527
27.3,-63.8175,30.4932,-0.302581,-0.953124
27.4,-63.8438,30.3766,-0.298435,-0.95443
27.5,-63.8689,30.2604,-0.293761,-0.955879
27.6,-63.893,30.1444,-0.289083,-0.957304
27.7,-63.916,30.0284,-0.284223,-0.958758
27.8,-63.9381,29.9125,-0.279709,-0.960085
27.9,-63.9593,29.7962,-0.274336,-0.961634
28,-63.98,29.6817,-0.27539,-0.961333
28.1,-63.9997,29.5675,-0.270617,-0.962687
28.2,-64.0185,29.4528,-0.265223,-0.964187
28.3,-64.0367,29.3373,-0.261504,-0.965202
28.4,-64.0547,29.2208,-0.258869,-0.965912
28.5,-64.0726,29.1032,-0.257806,-0.966197
28.6,-64.091,28.9846,-0.258691,-0.96596
28.7,-64.11,28.8654,-0.260809,-0.965391
28.8,-64.1296,28.7458,-0.263681,-0.96461
28.9,-64.1498,28.6259,-0.266287,-0.963894
29,-64.1704,28.5062,-0.26824,-0.963352
29.1,-64.1906,28.3866,-0.26732,-0.963608
29.2,-64.2102,28.2669,-0.263592,-0.964634
29.3,-64.2288,28.147,-0.259145,-0.965839
29.4,-64.2474,28.0297,-0.262523,-0.964926
29.5,-64.2643,27.913,-0.254996,-0.966942
29.6,-64.2809,27.797,-0.254243,-0.96714
29.7,-64.296,27.6803,-0.246314,-0.96919
29.8,-64.3111,27.5634,-0.246029,-0.969262
29.9,-64.3254,27.4451,-0.24047,-0.970657
30,-64.3405,27.3262,-0.243843,-0.969815
30.1,-64.3562,27.2053,-0.244613,-0.969621
30.2,-64.3739,27.0836,-0.253481,-0.96734
30.3,-64.3938,26.9605,-0.262339,-0.964976
